municipio_distrito;fecha_informe;casos_confirmados_ultimos_14dias;tasa_incidencia_acumulada_ultimos_14dias;casos_confirmados_totales;tasa_incidencia_acumulada_total;codigo_geometria,,
Boadilla del Monte;25/04/2020 07:00;65;119,11;277;507,6;225
Torrejón de Velasco;25/04/2020 07:00;;22,82;17;387,95;1505
Villanueva de Perales;25/04/2020 07:00;;0;;319,9;1782
Tielmes;25/04/2020 07:00;;150,94;32;1207,55;1467
San Sebastián de los Reyes;25/04/2020 07:00;79;88,49;443;496,21;1343
Guadalix de la Sierra;25/04/2020 07:00;;64,37;33;531,06;679
Humanes de Madrid;25/04/2020 07:00;21;106,37;102;516,64;730
Chinchón;25/04/2020 07:00;;18,76;24;450,2;528
Navacerrada;02/05/2020 07:00;;143,47;17;609,76;936
Montejo de la Sierra;02/05/2020 07:00;;0;;279,33;881
Fresno de Torote;02/05/2020 07:00;;0;14;1165,7;571
Pinilla del Valle;02/05/2020 07:00;;0;;0;1126,,
Valdemaqueda;02/05/2020 07:00;;116,96;;584,8;1599
Navas del Rey;02/05/2020 07:00;15;509,51;61;2072,01;992
Olmeda de las Fuentes;02/05/2020 07:00;;0;;1244,81;1013
Bustarviejo;02/05/2020 07:00;;0;7;393,92;284
Becerril de la Sierra;02/05/2020 07:00;;86,63;30;519,75;186
Fuenlabrada;02/05/2020 07:00;117;57,35;1476;723,48;587
Garganta de los Montes;02/05/2020 07:00;;0;;364,96;626
Pinto;02/05/2020 07:00;29;54,56;244;459,06;1132
Alameda del Valle;02/05/2020 07:00;;0;;0;0035,,
Berzosa del Lozoya;02/05/2020 07:00;;0;;1315,79;203
Los Santos de la Humosa;02/05/2020 07:00;;59,56;20;1191,19;1375
El Álamo;02/05/2020 07:00;10;101,29;70;709;40
Pelayos de la Presa;02/05/2020 07:00;;37,52;16;600,38;1090
Galapagar;02/05/2020 07:00;49;147,72;239;720,53;611
Griñón;02/05/2020 07:00;;25,98;80;692,88;663
Gargantilla del Lozoya y Pinilla de Buitrago;02/05/2020 07:00;;0;;1027,4;632
Aldea del Fresno;02/05/2020 07:00;8;265,25;54;1790,45;88
Carabaña;02/05/2020 07:00;;57,21;13;743,71;357
Talamanca de Jarama;02/05/2020 07:00;;95,79;27;862,07;1454
Chapinería;02/05/2020 07:00;;0;6;262,24;513
Ciempozuelos;02/05/2020 07:00;17;66,24;197;767,55;409
Ajalvir;02/05/2020 07:00;;42,14;14;294,99;29
San Lorenzo de El Escorial;02/05/2020 07:00;18;101,61;128;722,55;1317
Gascones;02/05/2020 07:00;;0;;0;0647,,
San Martín de la Vega;02/05/2020 07:00;8;39,28;84;412,47;1322
Móstoles;02/05/2020 07:00;154;70,47;1924;880,36;920
Leganés;02/05/2020 07:00;148;75,16;2854;1449,41;745
Braojos;02/05/2020 07:00;;0;;1242,24;246
Cubas de la Sagra;02/05/2020 07:00;;54,1;24;432,82;506
Algete;02/05/2020 07:00;7;31,52;103;463,86;91
Mejorada del Campo;02/05/2020 07:00;7;28,56;173;705,95;843
Loeches;02/05/2020 07:00;;0;48;692,54;758
Parla;02/05/2020 07:00;47;34,38;716;523,75;1065
Fuentidueña de Tajo;02/05/2020 07:00;;50,43;17;857,29;604
Ambite;02/05/2020 07:00;;0;7;1402,81;112
Torremocha de Jarama;02/05/2020 07:00;;0;8;996,26;1533
Anchuelo;02/05/2020 07:00;;0;7;916,23;127
Los Molinos;02/05/2020 07:00;8;199,65;50;1247,82;875
Soto del Real;02/05/2020 07:00;;51,04;63;643,12;1441
Valverde de Alcalá;02/05/2020 07:00;;375,94;8;3007,52;1662
Fuente el Saz de Jarama;02/05/2020 07:00;;23,42;32;374,71;590
Horcajo de la Sierra-Aoslos;02/05/2020 07:00;;0;;5882,35;702
Valdeolmos-Alalpardo;02/05/2020 07:00;;36,9;11;405,9;1625
Campo Real;02/05/2020 07:00;;16,6;24;398,41;339
Valdeavero;02/05/2020 07:00;;0;8;759,73;1564
Villamanrique de Tajo;02/05/2020 07:00;;146,84;;587,37;1739
Cobeña;02/05/2020 07:00;;26,82;65;871,66;416
Fresnedillas de la Oliva;02/05/2020 07:00;;73,53;9;661,76;565
Valdilecha;02/05/2020 07:00;;39,2;17;666,41;1659
El Berrueco;02/05/2020 07:00;;0;8;1246,11;210
Pezuela de las Torres;02/05/2020 07:00;;0;;384,62;1111
Villar del Olmo;02/05/2020 07:00;;0;;398,01;1795
Guadarrama;02/05/2020 07:00;41;259,53;187;1183,69;685
San Martín de Valdeiglesias;02/05/2020 07:00;8;93,8;82;961,43;1338
Torrelodones;02/05/2020 07:00;94;362,46;246;948,56;1527
Boadilla del Monte;02/05/2020 07:00;36;68,13;297;562,11;225
Torrejón de Velasco;02/05/2020 07:00;;50,62;19;480,89;1505
Villanueva de Perales;02/05/2020 07:00;;0;;518,67;1782
Tielmes;02/05/2020 07:00;;88,77;32;1420,33;1467
San Sebastián de los Reyes;02/05/2020 07:00;34;37,06;465;506,86;1343
Guadalix de la Sierra;02/05/2020 07:00;;16,76;34;569,99;679
Humanes de Madrid;02/05/2020 07:00;11;53,38;105;509,51;730
Chinchón;02/05/2020 07:00;;38,75;25;484,4;528
Cadalso de los Vidrios;02/05/2020 07:00;;32,86;8;262,9;318
Hoyo de Manzanares;02/05/2020 07:00;8;104,43;33;430,75;724
Torrejón de la Calzada;02/05/2020 07:00;;23,2;37;429,18;1492
Estremera;02/05/2020 07:00;;82,37;9;741,35;552
Corpa;02/05/2020 07:00;;0;6;1438,85;480
Meco;02/05/2020 07:00;;7,15;125;894,01;838
Madarcos;02/05/2020 07:00;;0;;0;0783,,
Zarzalejo;02/05/2020 07:00;6;373,37;22;1369,01;1837
Arganda del Rey;02/05/2020 07:00;19;32,79;329;567,79;148
Collado Mediano;02/05/2020 07:00;6;91,28;31;471,63;468
Daganzo de Arriba;02/05/2020 07:00;;9,23;39;359,98;534
Manzanares El Real;02/05/2020 07:00;;46,15;37;426,86;822
Buitrago del Lozoya;02/05/2020 07:00;;44,15;15;662,25;278
Valdelaguna;02/05/2020 07:00;;0;;121,36;1570
Valdepiélagos;02/05/2020 07:00;;0;;0;1631,,
Casarrubuelos;02/05/2020 07:00;;0;10;293,43;360
Miraflores de la Sierra;02/05/2020 07:00;;72,49;35;634,29;856
Paracuellos de Jarama;02/05/2020 07:00;;13,04;69;299,88;1049
El Vellón;02/05/2020 07:00;;70,42;13;915,49;1684
Lozoya;02/05/2020 07:00;;0;;236,97;761
Collado Villalba;02/05/2020 07:00;82;118,37;463;668,35;474
Colmenarejo;02/05/2020 07:00;7;86,54;42;519,22;442
Villavieja del Lozoya;02/05/2020 07:00;;0;;0;1821,,
Prádena del Rincón;02/05/2020 07:00;;0;;0;1179,,
La Cabrera;02/05/2020 07:00;;0;11;362,92;301
Sevilla la Nueva;02/05/2020 07:00;21;211,08;99;995,07;1415
La Acebeda;02/05/2020 07:00;;0;;0;0014,,
Redueña;02/05/2020 07:00;;0;;1169,59;1219
Robledillo de la Jara;02/05/2020 07:00;;0;;1851,85;1245
Colmenar de Oreja;02/05/2020 07:00;;41,68;25;347,37;437
Rozas de Puerto Real;02/05/2020 07:00;;0;;765,31;1283
Valdemanco;02/05/2020 07:00;;0;;135,14;1586
Brunete;02/05/2020 07:00;11;97,41;74;655,33;262
Titulcia;02/05/2020 07:00;;0;7;704,23;1473
Villa del Prado;02/05/2020 07:00;12;181,9;114;1728,06;1718
Lozoyuela-Navas-Sieteiglesias;02/05/2020 07:00;;0;;261,55;9015
Quijorna;02/05/2020 07:00;;203,77;22;1120,73;1198
Valdemoro;02/05/2020 07:00;35;45,81;722;945,05;1610
Tres Cantos;02/05/2020 07:00;30;62,43;337;701,35;9036
Torrelaguna;02/05/2020 07:00;;59,29;18;355,73;1512
Rivas-Vaciamadrid;02/05/2020 07:00;27;31,35;532;617,66;1230
El Atazar;02/05/2020 07:00;;0;;0;0164,,
Pedrezuela;02/05/2020 07:00;;72,28;25;451,75;1087
Santa María de la Alameda;02/05/2020 07:00;;528,54;6;634,25;1356
Horcajuelo de la Sierra;02/05/2020 07:00;;0;;0;0719,,
Arroyomolinos;02/05/2020 07:00;8;30,66;158;605,62;151
Moralzarzal;02/05/2020 07:00;;30,72;68;522,19;908
Canencia;02/05/2020 07:00;;271;;542,01;344
Villarejo de Salvanés;02/05/2020 07:00;;13,12;34;446,14;1809
Serranillos del Valle;02/05/2020 07:00;;131,61;31;816;1408
Villaviciosa de Odón;02/05/2020 07:00;12;43,26;187;674,12;1816
Camarma de Esteruelas;02/05/2020 07:00;;28,1;42;590,14;323
Robledo de Chavela;02/05/2020 07:00;;26,53;22;583,55;1258
Patones;02/05/2020 07:00;;436,68;6;1310,04;1071
Navalagamella;02/05/2020 07:00;;0;6;266,67;954
Rascafría;02/05/2020 07:00;;0;;339,44;1202
El Boalo;02/05/2020 07:00;9;142,29;39;616,6;231
Majadahonda;02/05/2020 07:00;64;82,08;526;674,63;800
Batres;02/05/2020 07:00;;0;8;1797,75;170
Alcobendas;02/05/2020 07:00;64;52,8;703;579,97;66
Alcalá de Henares;02/05/2020 07:00;64;30,62;2273;1087,32;53
Colmenar Viejo;02/05/2020 07:00;30;59,52;355;704,32;455
San Fernando de Henares;02/05/2020 07:00;15;35,69;403;958,91;1300
Villalbilla;02/05/2020 07:00;;8,95;87;778,52;1723
El Escorial;02/05/2020 07:00;23;138,36;97;583,53;549
Colmenar del Arroyo;02/05/2020 07:00;;129,62;7;453,66;421
Torrejón de Ardoz;02/05/2020 07:00;46;33,26;937;677,57;1489
Piñuécar-Gandullas;02/05/2020 07:00;;0;;0;1147,,
Brea de Tajo;02/05/2020 07:00;;0;;680,27;259
El Molar;02/05/2020 07:00;;41,69;36;375,23;869
Belmonte de Tajo;02/05/2020 07:00;;72,31;;361,53;199
Torres de la Alameda;02/05/2020 07:00;;24,27;74;898,06;1548
Somosierra;02/05/2020 07:00;;0;;1612,9;1436
Alpedrete;02/05/2020 07:00;38;263,29;137;949,21;105
Orusco de Tajuña;02/05/2020 07:00;;0;17;1539,86;1028
La Hiruela;02/05/2020 07:00;;0;;9090,91;698
Cervera de Buitrago;02/05/2020 07:00;;0;;2777,78;395
Getafe;02/05/2020 07:00;98;51,2;1215;634,8;650
Ribatejada;02/05/2020 07:00;;227,79;;455,58;1224
Villaconejos;02/05/2020 07:00;;0;8;180,34;1701
Valdetorres de Jarama;02/05/2020 07:00;;0;16;402,31;1646
Madrid-Retiro;01/05/2020 07:00;114;95,54;1358;1138,14;79603
Madrid-Salamanca;01/05/2020 07:00;124;84,87;1543;1056,1;79604
Madrid-Centro;01/05/2020 07:00;138;102,34;1107;820,92;79601
Madrid-Arganzuela;01/05/2020 07:00;146;94,93;1497;973,32;79602
Madrid-Chamartin;01/05/2020 07:00;150;102,85;1525;1045,6;79605
Madrid-Tetuan;01/05/2020 07:00;165;104,42;2046;1294,75;79606
Madrid-Chamberi;01/05/2020 07:00;174;124,84;1447;1038,18;79607
Madrid-Fuencarral-El Pardo;01/05/2020 07:00;179;72,78;2788;1133,61;79608
Madrid-Moncloa-Aravaca;01/05/2020 07:00;144;120,58;1259;1054,27;79609
Madrid-Latina;01/05/2020 07:00;262;109,98;2603;1092,7;79610
Madrid-Carabanchel;01/05/2020 07:00;258;101,94;2507;990,52;79611
Madrid-Usera;01/05/2020 07:00;126;90,17;1331;952,48;79612
Madrid-Puente de Vallecas;01/05/2020 07:00;221;94,1;2895;1232,66;79613
Madrid-San Blas - Canillejas;01/05/2020 07:00;103;65,13;1377;870,74;79620
Madrid-Barajas;01/05/2020 07:00;22;44,95;410;837,67;79621
Madrid-Moratalaz;01/05/2020 07:00;101;106,8;1262;1334,46;79614
Madrid-Ciudad Lineal;01/05/2020 07:00;201;92,93;2101;971,41;79615
Madrid-Hortaleza;01/05/2020 07:00;122;64,83;1662;883,16;79616
Madrid-Villaverde;01/05/2020 07:00;136;91,31;1355;909,73;79617
Madrid-Villa de Vallecas;01/05/2020 07:00;52;47,12;1158;1049,25;79618
Madrid-Vicalvaro;01/05/2020 07:00;45;62,42;749;1038,96;79619
Pozuelo de Alarcón;01/05/2020 07:00;143;165,47;734;849,32;1150
Alcorcón;01/05/2020 07:00;153;89,73;1709;1002,26;72
Navalcarnero;01/05/2020 07:00;13;44,37;156;532,46;967
San Agustín del Guadalix;01/05/2020 07:00;;22,42;57;426,04;1296
Las Rozas de Madrid;01/05/2020 07:00;109;113,76;720;751,46;1277
Moraleja de Enmedio;01/05/2020 07:00;;58,41;25;486,76;894
Valdaracete;01/05/2020 07:00;;0;;821,02;1551
Pozuelo del Rey;01/05/2020 07:00;;0;;174,37;1163
Puebla de la Sierra;01/05/2020 07:00;;0;;0;1185,,
Perales de Tajuña;01/05/2020 07:00;;34,07;8;272,57;1104
Valdemorillo;01/05/2020 07:00;8;63,91;46;367,47;1603
Navalafuente;01/05/2020 07:00;;69,01;6;414,08;941
Velilla de San Antonio;01/05/2020 07:00;;40,86;67;547,56;1678
Villanueva de la Cañada;01/05/2020 07:00;24;111,91;128;596,88;1760
Villanueva del Pardillo;01/05/2020 07:00;7;40,75;83;483,12;1776
Nuevo Baztán;01/05/2020 07:00;;31,87;28;446,14;1006
Villamantilla;01/05/2020 07:00;;0;7;485,77;1757
Villamanta;01/05/2020 07:00;;78,28;12;469,67;1744
Cabanillas de la Sierra;01/05/2020 07:00;;0;10;1322,75;297
Cenicientos;01/05/2020 07:00;;245,94;24;1180,52;376
Puentes Viejas;01/05/2020 07:00;;0;;294,55;9020
Aranjuez;01/05/2020 07:00;32;53,68;436;731,46;133
Cercedilla;01/05/2020 07:00;10;142,33;99;1409,05;382
Santorcaz;01/05/2020 07:00;;0;7;790,07;1369
Coslada;01/05/2020 07:00;47;57,56;777;951,49;493
Morata de Tajuña;01/05/2020 07:00;7;91,11;95;1236,5;915
Robregordo;01/05/2020 07:00;;0;;0;1261,,
Navarredonda y San Mamés;01/05/2020 07:00;;0;;1550,39;973
Venturada;01/05/2020 07:00;;0;;138,7;1697
Navacerrada;01/05/2020 07:00;;134,59;17;572,01;936
Montejo de la Sierra;01/05/2020 07:00;;0;;283,29;881
Fresno de Torote;01/05/2020 07:00;;0;14;630,35;571
Pinilla del Valle;01/05/2020 07:00;;0;;0;1126,,
Valdemaqueda;01/05/2020 07:00;;128,04;;640,2;1599
Navas del Rey;01/05/2020 07:00;;171,35;51;1747,77;992
Olmeda de las Fuentes;01/05/2020 07:00;;0;;862,07;1013
Bustarviejo;01/05/2020 07:00;;0;7;279,66;284
Becerril de la Sierra;01/05/2020 07:00;;87,5;30;525,03;186
Fuenlabrada;01/05/2020 07:00;120;61,95;1470;758,91;587
Garganta de los Montes;01/05/2020 07:00;;0;;288,18;626
Pinto;01/05/2020 07:00;33;62,83;243;462,63;1132
Alameda del Valle;01/05/2020 07:00;;0;;0;0035,,
Berzosa del Lozoya;01/05/2020 07:00;;0;;975,61;203
Los Santos de la Humosa;01/05/2020 07:00;;38,61;20;772,2;1375
El Álamo;01/05/2020 07:00;9;95,04;69;728,62;40
Pelayos de la Presa;01/05/2020 07:00;;38,52;16;616,33;1090
Galapagar;01/05/2020 07:00;55;163;238;705,35;611
Griñón;01/05/2020 07:00;;38,76;80;775,27;663
Gargantilla del Lozoya y Pinilla de Buitrago;01/05/2020 07:00;;0;;949,37;632
Aldea del Fresno;01/05/2020 07:00;11;387,6;54;1902,75;88
Carabaña;01/05/2020 07:00;;49,75;13;646,77;357
Talamanca de Jarama;01/05/2020 07:00;;51,85;26;674,1;1454
Chapinería;01/05/2020 07:00;;0;6;257,73;513
Ciempozuelos;01/05/2020 07:00;27;109,79;198;805,14;409
Ajalvir;01/05/2020 07:00;;42,44;14;297,11;29
San Lorenzo de El Escorial;01/05/2020 07:00;21;114,32;128;696,83;1317
San Martín de la Vega;01/05/2020 07:00;13;67,81;84;438,18;1322
Chinchón;14/03/2020 07:00;;0;;0;0528,,
Móstoles;01/05/2020 07:00;168;80,31;1923;919,29;920
Leganés;01/05/2020 07:00;170;89,54;2851;1501,62;745
Braojos;01/05/2020 07:00;;0;;975,61;246
Villarejo de Salvanés;29/04/2020 07:00;;13,63;34;463,53;1809
Serranillos del Valle;29/04/2020 07:00;;96,04;29;696,28;1408
Villaviciosa de Odón;29/04/2020 07:00;20;71,85;185;664,63;1816
Camarma de Esteruelas;29/04/2020 07:00;6;81,79;42;572,52;323
Robledo de Chavela;29/04/2020 07:00;8;187,35;22;515,22;1258
Patones;29/04/2020 07:00;;369,69;6;1109,06;1071
Navalagamella;29/04/2020 07:00;;38,31;6;229,89;954
Rascafría;29/04/2020 07:00;;0;;300,48;1202
El Boalo;29/04/2020 07:00;10;133,19;39;519,45;231
Majadahonda;29/04/2020 07:00;113;157,32;517;719,8;800
Batres;29/04/2020 07:00;;0;8;475,06;170
Alcobendas;29/04/2020 07:00;95;81,17;690;589,54;66
Alcalá de Henares;29/04/2020 07:00;104;53,16;2239;1144,4;53
Colmenar Viejo;29/04/2020 07:00;49;96,55;347;683,72;455
San Fernando de Henares;29/04/2020 07:00;47;119,19;396;1004,26;1300
Villalbilla;29/04/2020 07:00;;21,62;87;626,89;1723
El Escorial;29/04/2020 07:00;41;253,68;96;593,99;549
Colmenar del Arroyo;29/04/2020 07:00;;231,88;8;463,77;421
Torrejón de Ardoz;29/04/2020 07:00;70;53,28;928;706,37;1489
Piñuécar-Gandullas;29/04/2020 07:00;;0;;0;1147,,
Brea de Tajo;29/04/2020 07:00;;190,84;;954,2;259
El Molar;29/04/2020 07:00;9;100,69;35;391,59;869
Belmonte de Tajo;29/04/2020 07:00;;60,1;;300,48;199
Torres de la Alameda;29/04/2020 07:00;8;102,84;73;938,42;1548
Somosierra;29/04/2020 07:00;;0;;1162,79;1436
Alpedrete;29/04/2020 07:00;16;109,78;105;720,41;105
Orusco de Tajuña;29/04/2020 07:00;;80,39;17;1366,56;1028
La Hiruela;29/04/2020 07:00;;0;;1754,39;698
Cervera de Buitrago;29/04/2020 07:00;;0;;2000;0395,,
Getafe;29/04/2020 07:00;170;92,71;1188;647,86;650
Anchuelo;01/05/2020 07:00;;0;7;550,75;127
Los Molinos;01/05/2020 07:00;8;182,27;50;1139,21;875
Soto del Real;01/05/2020 07:00;6;68,19;63;715,99;1441
Valverde de Alcalá;01/05/2020 07:00;;215,05;8;1720,43;1662
Fuente el Saz de Jarama;01/05/2020 07:00;;44,8;32;477,9;590
Horcajo de la Sierra-Aoslos;01/05/2020 07:00;;0;;2758,62;702
Fresnedillas de la Oliva;26/04/2020 07:00;;318,07;8;508,91;565
Valdilecha;26/04/2020 07:00;;136,38;17;579,61;1659
El Berrueco;26/04/2020 07:00;;0;8;1052,63;210
Pezuela de las Torres;26/04/2020 07:00;;0;;237,53;1111
Villar del Olmo;26/04/2020 07:00;;0;;198,91;1795
Guadarrama;26/04/2020 07:00;75;467,81;169;1054,14;685
San Martín de Valdeiglesias;26/04/2020 07:00;21;248,26;76;898,45;1338
Torrelodones;26/04/2020 07:00;83;349,96;197;830,63;1527
Boadilla del Monte;26/04/2020 07:00;65;119,11;278;509,44;225
Torrejón de Velasco;26/04/2020 07:00;;22,82;17;387,95;1505
Villanueva de Perales;26/04/2020 07:00;;0;;319,9;1782
Tielmes;26/04/2020 07:00;;150,94;32;1207,55;1467
San Sebastián de los Reyes;26/04/2020 07:00;75;84,01;446;499,57;1343
Guadalix de la Sierra;26/04/2020 07:00;;80,46;34;547,15;679
Aranjuez;08/03/2020 07:00;;3,36;;3,36;133
Fresnedillas de la Oliva;01/05/2020 07:00;;127,23;9;572,52;565
Valdilecha;01/05/2020 07:00;;34,09;17;579,61;1659
El Berrueco;01/05/2020 07:00;;0;8;1052,63;210
Pezuela de las Torres;01/05/2020 07:00;;0;;237,53;1111
Villar del Olmo;01/05/2020 07:00;;0;;198,91;1795
Guadarrama;01/05/2020 07:00;46;286,93;186;1160,18;685
San Martín de Valdeiglesias;01/05/2020 07:00;13;153,68;82;969,38;1338
Torrelodones;01/05/2020 07:00;100;421,64;245;1033,01;1527
Boadilla del Monte;01/05/2020 07:00;44;80,63;297;544,26;225
Torrejón de Velasco;01/05/2020 07:00;;45,64;19;433,59;1505
Villanueva de Perales;01/05/2020 07:00;;0;;319,9;1782
Tielmes;01/05/2020 07:00;;113,21;32;1207,55;1467
San Sebastián de los Reyes;01/05/2020 07:00;46;51,53;465;520,86;1343
Guadalix de la Sierra;01/05/2020 07:00;;16,09;34;547,15;679
Humanes de Madrid;01/05/2020 07:00;12;60,78;105;531,83;730
Chinchón;01/05/2020 07:00;;37,52;25;468,96;528
Cadalso de los Vidrios;01/05/2020 07:00;;32,91;8;263,24;318
Hoyo de Manzanares;01/05/2020 07:00;8;94,85;33;391,27;724
Torrejón de la Calzada;01/05/2020 07:00;;22,54;37;417,04;1492
Estremera;01/05/2020 07:00;;79,37;9;714,29;552
Corpa;01/05/2020 07:00;;0;6;841,51;480
Meco;01/05/2020 07:00;;6,99;125;873,82;838
Madarcos;01/05/2020 07:00;;0;;0;0783,,
Zarzalejo;01/05/2020 07:00;8;482,51;22;1326,9;1837
Arganda del Rey;01/05/2020 07:00;23;41,52;328;592,18;148
Collado Mediano;01/05/2020 07:00;6;86,23;31;445,53;468
Daganzo de Arriba;01/05/2020 07:00;;9,8;39;382,17;534
Manzanares El Real;01/05/2020 07:00;;45,25;37;418,55;822
Buitrago del Lozoya;01/05/2020 07:00;;53,08;15;796,18;278
Valdelaguna;01/05/2020 07:00;;0;;106,72;1570
Valdepiélagos;01/05/2020 07:00;;0;;0;1631,,
Casarrubuelos;01/05/2020 07:00;;0;10;264,69;360
Miraflores de la Sierra;01/05/2020 07:00;;65,49;35;573,02;856
Paracuellos de Jarama;01/05/2020 07:00;;11,87;69;273,06;1049
El Vellón;01/05/2020 07:00;;51,07;13;663,94;1684
Lozoya;01/05/2020 07:00;;0;;172,12;761
Collado Villalba;01/05/2020 07:00;93;146,05;461;723,94;474
Colmenarejo;01/05/2020 07:00;6;65,72;41;449,07;442
Villavieja del Lozoya;01/05/2020 07:00;;0;;0;1821,,
Prádena del Rincón;01/05/2020 07:00;;0;;0;1179,,
La Cabrera;01/05/2020 07:00;;0;11;412,45;301
Sevilla la Nueva;01/05/2020 07:00;18;193,17;95;1019,53;1415
La Acebeda;01/05/2020 07:00;;0;;0;0014,,
Redueña;01/05/2020 07:00;;0;;769,23;1219
Robledillo de la Jara;01/05/2020 07:00;;0;;1250;1245,,
Colmenar de Oreja;01/05/2020 07:00;;37,35;25;311,25;437
Rozas de Puerto Real;01/05/2020 07:00;;188,68;;566,04;1283
Valdemanco;01/05/2020 07:00;;0;;109,41;1586
Brunete;01/05/2020 07:00;12;111,77;74;689,27;262
Titulcia;01/05/2020 07:00;;0;7;533,13;1473
Villa del Prado;01/05/2020 07:00;14;214,72;113;1733,13;1718
Lozoyuela-Navas-Sieteiglesias;01/05/2020 07:00;;0;;230,95;9015
Quijorna;01/05/2020 07:00;;145,39;22;639,72;1198
Valdemoro;01/05/2020 07:00;40;52,64;722;950,21;1610
Tres Cantos;01/05/2020 07:00;32;67,06;337;706,17;9036
Torrelaguna;01/05/2020 07:00;;63,03;18;378,15;1512
Rivas-Vaciamadrid;01/05/2020 07:00;31;35,17;531;602,38;1230
El Atazar;01/05/2020 07:00;;0;;0;0164,,
Pedrezuela;01/05/2020 07:00;;50,92;24;407,33;1087
Santa María de la Alameda;01/05/2020 07:00;;398,72;6;478,47;1356
Horcajuelo de la Sierra;01/05/2020 07:00;;0;;0;0719,,
Arroyomolinos;01/05/2020 07:00;8;25,48;157;500,06;151
Moralzarzal;01/05/2020 07:00;;38,38;68;522,03;908
Canencia;01/05/2020 07:00;;223,71;;447,43;344
Villarejo de Salvanés;01/05/2020 07:00;;13,63;34;463,53;1809
Serranillos del Valle;01/05/2020 07:00;;120,05;31;744,3;1408
Villaviciosa de Odón;01/05/2020 07:00;17;61,07;187;671,82;1816
Camarma de Esteruelas;01/05/2020 07:00;;27,26;42;572,52;323
Robledo de Chavela;01/05/2020 07:00;;70,26;22;515,22;1258
Patones;01/05/2020 07:00;;369,69;6;1109,06;1071
Navalagamella;01/05/2020 07:00;;0;6;229,89;954
Rascafría;01/05/2020 07:00;;0;;300,48;1202
El Boalo;01/05/2020 07:00;10;133,19;39;519,45;231
Majadahonda;01/05/2020 07:00;75;104,42;526;732,33;800
Batres;01/05/2020 07:00;;0;8;475,06;170
Alcobendas;01/05/2020 07:00;76;64,94;703;600,65;66
Alcalá de Henares;01/05/2020 07:00;80;40,89;2269;1159,73;53
Colmenar Viejo;01/05/2020 07:00;33;65,02;355;699,48;455
San Fernando de Henares;01/05/2020 07:00;24;60,86;403;1022,01;1300
Villalbilla;01/05/2020 07:00;;7,21;87;626,89;1723
El Escorial;01/05/2020 07:00;23;142,31;95;587,8;549
Colmenar del Arroyo;01/05/2020 07:00;;173,91;7;405,8;421
Torrejón de Ardoz;01/05/2020 07:00;49;37,3;935;711,7;1489
Piñuécar-Gandullas;01/05/2020 07:00;;0;;0;1147,,
Brea de Tajo;01/05/2020 07:00;;0;;954,2;259
El Molar;01/05/2020 07:00;;55,94;36;402,77;869
Belmonte de Tajo;01/05/2020 07:00;;60,1;;300,48;199
Torres de la Alameda;01/05/2020 07:00;;64,28;74;951,28;1548
Somosierra;01/05/2020 07:00;;0;;1162,79;1436
Alpedrete;01/05/2020 07:00;40;274,44;137;939,97;105
Orusco de Tajuña;01/05/2020 07:00;;0;17;1366,56;1028
La Hiruela;01/05/2020 07:00;;0;;1754,39;698
Cervera de Buitrago;01/05/2020 07:00;;0;;2000;0395,,
Getafe;01/05/2020 07:00;115;62,71;1215;662,58;650
Ribatejada;01/05/2020 07:00;;127,71;;255,43;1224
Villaconejos;01/05/2020 07:00;;0;8;236,13;1701
Valdetorres de Jarama;01/05/2020 07:00;;0;16;355,79;1646
Madrid-Retiro;30/04/2020 07:00;117;98,06;1346;1128,09;79603
Madrid-Salamanca;30/04/2020 07:00;149;101,98;1532;1048,57;79604
Madrid-Centro;30/04/2020 07:00;155;114,94;1100;815,73;79601
Madrid-Arganzuela;30/04/2020 07:00;158;102,73;1491;969,42;79602
Madrid-Chamartin;30/04/2020 07:00;159;109,02;1511;1036;79605
Madrid-Tetuan;30/04/2020 07:00;180;113,91;2038;1289,69;79606
Madrid-Chamberi;30/04/2020 07:00;193;138,47;1445;1036,74;79607
Madrid-Fuencarral-El Pardo;30/04/2020 07:00;215;87,42;2775;1128,33;79608
Madrid-Moncloa-Aravaca;30/04/2020 07:00;152;127,28;1253;1049,25;79609
Madrid-Latina;30/04/2020 07:00;284;119,22;2589;1086,82;79610
Madrid-Carabanchel;30/04/2020 07:00;277;109,44;2503;988,94;79611
Madrid-Usera;30/04/2020 07:00;135;96,61;1326;948,9;79612
Madrid-Puente de Vallecas;30/04/2020 07:00;227;96,65;2874;1223,72;79613
Madrid-San Blas - Canillejas;30/04/2020 07:00;108;68,29;1370;866,31;79620
Madrid-Barajas;30/04/2020 07:00;28;57,21;409;835,63;79621
Madrid-Moratalaz;30/04/2020 07:00;114;120,55;1256;1328,12;79614
Madrid-Ciudad Lineal;30/04/2020 07:00;216;99,87;2088;965,4;79615
Madrid-Hortaleza;30/04/2020 07:00;132;70,14;1655;879,44;79616
Madrid-Villaverde;30/04/2020 07:00;151;101,38;1348;905,03;79617
